id,fec_nacim,flg_empleado,gls_nacioncorta,gls_residencialarga,gls_profesionlarga,cod_sexo,gls_cod_estcivillarga,gls_niv_educaclarga,gls_sep_bieneslarga
4679,1949-09-27,N,Chile, ,OTRA,F,Casado,Medio, 
37111,1986-02-07,N,Chile,Residencia Arrendada,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
6085,1972-08-20,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
22820,1991-01-20,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
780,1937-09-29,N,Chile,Residencia Propia,FOTOGRAFO,M,Casado,Sin Asignación,SIN SEPARACIÓN
12545,1980-09-19,N,Italia,Residencia Arrendada,OTRA,M,Soltero,Universitario Completo, 
15228,1968-06-24,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
33681,1964-01-29,N,Chile,Propia con deuda,CONSTRUCTOR CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
23024,1973-02-07,N,Chile,Residencia Propia,OTRA,M,Soltero,Técnico, 
4054,1988-09-04,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
10390,1947-05-18,N,Chile,Residencia Propia,CONTADOR AUDITOR,F,SIN INFORMACION,Universitario Completo, 
20720,1983-08-11,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
27738,1999-03-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
13213,1967-06-12,N,Chile, ,ASISTENTE SOCIAL,F,Soltero,Universitario Completo, 
18231,1991-11-07,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
17834,2003-01-31,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
195,1968-02-13,N,Chile,Residencia Propia,OTRA,M,SIN INFORMACION,Sin Asignación, 
12075,1991-05-20,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Incompleto, 
33618,1946-02-04,N,Chile,Residencia Propia,ABOGADO,F,Soltero,Universitario Completo, 
36673,1982-09-27,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
14601,1946-12-04,N,Chile,Residencia Propia,OTRA,F,Casado,Medio,SIN SEPARACIÓN
1232,1962-04-21,N,Chile,Residencia Propia,ECONOMISTA,M,Casado,Universitario Completo,CON SEPARACIÓN
4337,1993-03-12,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
4279,1998-03-05,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Soltero,Universitario Incompleto, 
34846,1980-08-29,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
18119,2002-12-30,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
10234,1960-02-14,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
16310,1993-09-24,N,Chile,Residencia Familiar,CIENTISTA POLITICO,F,Soltero,Universitario Completo, 
14453,1974-02-11,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
13292,1987-11-12,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22417,1988-07-18,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
4296,1960-07-26,N,Chile, ,OTRA,F,Casado,Técnico Universitario, 
32361,1994-12-12,N,Chile,Residencia Familiar,MEDICO,M,Soltero,Universitario Completo, 
14627,1943-01-12,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
29780,1964-05-26,S,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
29027,1962-04-07,N,Chile,Residencia Propia,PERIODISTA,F,Casado,Universitario Completo,CON SEPARACIÓN
9009,1990-01-27,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
31958,1979-05-14,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
30368,1983-01-29,N,Chile, ,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
16105,1975-05-15,N,Chile,Residencia Propia,INGENIERO AGRONOMO,M,Casado,Universitario Completo,CON SEPARACIÓN
33835,1958-10-26,N,Chile, ,OTRA,M,Casado,Medio,SIN SEPARACIÓN
35315,1962-11-25,N,Chile,Residencia Propia,PSICOLOGO,M,Casado,Universitario Completo,SIN SEPARACIÓN
9413,1996-12-07,N,Francia,Residencia Propia,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
32603,1993-01-07,N,Chile, ,ENFERMERA,F,Soltero,Universitario Completo, 
14043,1990-07-24,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
21031,1970-07-17,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
35893,1990-01-27,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
27645,1988-09-07,N,Chile,Propia con deuda,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
34775,1990-02-04,N,Chile,Residencia Propia,OTRA,M,Soltero,Técnico, 
27245,1983-08-25,N,España,Residencia Arrendada,INGENIERO CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
11800,1990-02-07,N,Chile,Propia con deuda,ABOGADO,F,Soltero,Universitario Completo, 
25160,1967-02-07,N,Chile,Residencia Propia,TRADUCTOR DE IDIOMAS,F,Soltero,Técnico Universitario, 
12987,1992-01-28,N,Chile,Residencia Familiar,MEDICO,M,Soltero,Universitario Incompleto, 
6131,1958-04-14,S,Chile,Residencia Propia,OTRA,M,SIN INFORMACION,Sin Asignación, 
180,1965-04-13,S,Chile,Residencia Propia,OTRA,M,Casado,Sin Asignación,CON SEPARACIÓN
15289,1972-06-27,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Sin Asignación, 
10971,1954-09-03,N,Chile,Residencia Propia,OTRA,M,Casado,Universitario Incompleto,SIN SEPARACIÓN
32053,1996-02-08,N,Chile, ,OTRA,F,Soltero,Universitario Incompleto, 
8484,1987-01-06,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
23078,1994-01-09,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
22504,1985-02-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
13691,1989-05-07,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
18872,1971-11-26,N,Chile, ,OTRA,F, ,Sin Asignación, 
33729,1948-07-15,N,Chile, ,OTRA,F, ,Sin Asignación, 
28542,1937-04-01,N,Chile, ,OTRA,F, ,Sin Asignación, 
5290,1983-07-17,N,Chile, ,LICENCIADO EN ARTES,F,Soltero,Universitario Completo, 
27669,1996-02-16,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
32031,1973-07-06,N,Peru, ,OTRA,F,Soltero,Sin Asignación, 
34145,1958-10-22,N,Chile,Residencia Propia,INGENIERO AGRONOMO,F,Soltero,Sin Asignación, 
28089,1970-01-07,N,Chile,Residencia Familiar,ARQUITECTO,F,Casado,Universitario Completo,CON SEPARACIÓN
3266,1952-06-10,N,Chile,Propia con deuda,DISEÑADOR,F,Casado,Técnico Universitario,SIN SEPARACIÓN
13146,1991-05-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22290,1982-07-02,N,Chile, ,INGENIERO CIVIL INDUSTRIAL,M,Casado,Sin Asignación, 
21403,1972-09-19,N,Chile, ,ENFERMERA,F,SIN INFORMACION,Sin Asignación, 
9509,1968-08-28,N,Chile,Propia con deuda,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
366,1940-10-22,N,Australia,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
22535,1958-02-25,N,Chile, ,OTRA,M,SIN INFORMACION,Técnico Universitario, 
9986,1940-12-06,N,Chile,Residencia Propia,AGRICULTOR,M,Casado,Medio,CON SEPARACIÓN
9132,1974-11-14,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
13658,1988-06-23,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
4476,1951-10-21,N,Chile, , ,F,Casado,Sin Asignación,-
27201,1979-09-30,N,Chile, ,OTRA,F,Soltero,Medio, 
24962,2005-04-15,N,Chile, , ,M, ,Sin Asignación, 
21877,1959-12-20,N,Chile,Residencia Arrendada,SECRETARIA,F,Soltero,Técnico, 
2932,1982-10-16,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
12820,1985-06-14,N,Chile,Propia con deuda,MEDICO,M,Casado,Universitario Completo,CON SEPARACIÓN
12988,1974-01-10,N,Chile, ,OTRA,M,Soltero,Medio, 
36294,1940-09-30,N,Chile,Residencia Propia,PSICOLOGO,F,Soltero,Universitario Completo, 
17667,2003-03-03,N,Chile, ,OTRA,F,Soltero,Medio, 
18473,1948-11-16,N,Italia,Residencia Familiar,OTRA,M,Casado,Medio,SIN SEPARACIÓN
24992,2010-01-13,N,Chile, , ,F, ,Sin Asignación, 
18035,1988-06-01,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
31819,1946-08-17,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
25331,1988-09-12,N,Chile, , ,M, ,Sin Asignación, 
33477,1950-12-29,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Soltero,Universitario Completo, 
20262,1959-01-14,N,Chile, , ,F, ,Sin Asignación, 
8430,1998-03-07,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
22432,1981-04-05,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
21112,1992-08-20,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
22281,2000-09-12,N,Chile,Residencia Propia,ENFERMERA,F,Soltero,Universitario Incompleto, 
27077,1990-12-13,N,Chile, ,INGENIERO COMERCIAL,M,Soltero,Sin Asignación, 
31712,1997-10-16,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
31835,1972-07-20,N,Chile, ,ABOGADO,M,SIN INFORMACION,Universitario Completo, 
26936,1993-09-29,N,Chile,Residencia Familiar,OTRA,M,Soltero,Universitario Completo, 
16177,1977-11-10,N,Chile, ,OTRA,M, ,Sin Asignación, 
32910,1983-08-30,N,Chile,Residencia Familiar,QUIMICO FARMACEUTICO,F,Soltero,Universitario Completo, 
29875,1987-02-10,N,Chile,Residencia Familiar,ABOGADO,M,Soltero,Universitario Completo, 
16770,1995-01-17,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Sin Asignación, 
35544,1991-12-03,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
15717,1982-03-19,S,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
12754,1973-01-30,N,Chile,Residencia Familiar,ABOGADO,F,Casado,Universitario Completo,PARTICIPACIÓN EN GANANCIALES
15446,1983-11-08,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
25981,1971-11-09,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
13685,1980-11-04,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
8585,1965-11-09,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
36553,2002-05-04,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
27305,1997-01-10,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8728,1936-05-21,N,Chile, ,OTRA,F,Viudo,Sin Asignación, 
36259,1993-11-06,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
2053,1934-05-30,N,Chile, ,OTRA,F, ,Sin Asignación, 
11556,1969-01-26,S,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
3141,1952-10-12,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
35009,1989-08-11,N,Chile,Residencia Familiar,PROFESOR,F,Soltero,Universitario Completo, 
30568,1954-02-19,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
8733,1999-11-04,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
18862,1970-05-29,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
12070,1982-06-22,N,Chile,Residencia Arrendada,DISEÑADOR,F,Casado,Universitario Completo,CON SEPARACIÓN
1915,1970-12-04,N,Chile,Residencia Propia,PROFESOR,F,Casado,Sin Asignación,SIN SEPARACIÓN
22634,1985-08-12,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
11813,1988-10-04,N,Chile,Residencia Arrendada,ABOGADO,M,Soltero,Universitario Completo, 
8366,2004-04-13,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
6167,1971-09-19,N,Chile,Propia con deuda,ARQUITECTO,M,Casado,Universitario Completo,CON SEPARACIÓN
23327,1990-12-25,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
8601,1951-05-02,N,Chile, ,OTRA,M, ,Sin Asignación, 
3065,1935-09-05,N,Chile, ,OTRA,F,Soltero,Técnico, 
13497,1984-02-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
33071,1980-10-01,N,Chile,Residencia Propia,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
17009,2000-06-12,N,Chile, ,OTRA,F,Soltero,Medio, 
34985,2002-11-26,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
16628,1978-06-25,N,Chile,Residencia Arrendada,PSICOLOGO,F,Soltero,Universitario Completo, 
2794,1988-09-20,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
6106,1965-06-19,N,Chile,Residencia Propia,OTRA,F,Soltero,Sin Asignación, 
9914,1976-06-29,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
1416,1962-07-29,N,Chile,Residencia Propia,CONTADOR AUDITOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
36567,1997-04-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
31934,1976-08-28,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
31943,1983-12-19,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
22229,1961-08-31,N,Italia,Residencia Propia,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
19037,2004-02-05,N,Chile,Residencia Propia,OTRA,M,Soltero,Medio, 
19833,1969-11-14,N,Chile,Residencia Propia,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,CON SEPARACIÓN
1013,1946-04-26,N,Chile,Residencia Familiar,OTRA,F,Casado,Medio,CON SEPARACIÓN
12032,1969-10-07,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
23940,1946-09-25,N,Chile,Residencia Propia,PROFESOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
24146,1954-09-24,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
28896,1970-06-24,N,Chile,Propia con deuda,RELACIONADOR PUBLICO,F,Casado,Universitario Completo,SIN SEPARACIÓN
1323,1973-09-11,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Sin Asignación,CON SEPARACIÓN
32637,2000-03-10,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
22241,1991-11-15,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22248,1994-04-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
27232,2002-03-27,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
31940,1994-04-13,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
2732,1937-12-27,N,Chile, , ,F,Soltero,Sin Asignación,-
21278,1989-03-11,N,Chile,Residencia Familiar,DISEÑADOR GRAFICO,F,Soltero,Técnico Universitario, 
11003,1960-01-24,N,Chile,Residencia Propia,CONTADOR AUDITOR,M,Casado,Universitario Completo,CON SEPARACIÓN
519,1991-04-27,N,Chile,Residencia Familiar,MEDICO,M,Soltero,Universitario Completo, 
7844,1992-10-01,N,Chile,Residencia Familiar,ADMINISTRADOR DE SERVICIOS,F,Soltero,Universitario Completo, 
2953,1969-02-13,N,Chile,Residencia Familiar,ABOGADO,F,Casado,Universitario Completo,SIN SEPARACIÓN
9981,1948-10-04,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
10617,1964-07-24,N,Chile, ,OTRA,F, ,Sin Asignación, 
23303,2001-08-28,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
15375,1981-11-16,N,Chile,Residencia Arrendada,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,CON SEPARACIÓN
31758,1982-03-28,N,Chile,Residencia Familiar,TECNICO MECANICO,M,Soltero,Universitario Incompleto, 
27328,1993-08-02,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
33622,1953-05-14,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
6075,1960-02-01,N,Chile,Residencia Familiar,PROFESOR,F,Soltero,Universitario Completo, 
31989,1941-11-11,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
9968,1943-11-09,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
7732,1957-07-07,N,Chile, ,OTRA,F,Casado,Sin Asignación, 
10466,1950-10-29,N,Chile,Residencia Propia,FOTOGRAFO,F,Casado,Técnico,CON SEPARACIÓN
30711,1990-02-25,N,Chile,Residencia Arrendada,INGENIERO CIVIL INDUSTRIAL,F,Soltero,Universitario Completo, 
24859,1954-06-27,N,Chile,Residencia Propia,OTRA,F,Casado,Sin Asignación,CON SEPARACIÓN
13752,1977-02-17,N,Chile,Residencia Familiar,INGENIERO CIVIL INFORMATICO,F,Casado,Universitario Completo,SIN SEPARACIÓN
13038,1994-12-26,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
22319,1954-09-22,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
22206,1957-10-26,N,Chile, ,CONTADOR AUDITOR,M,Soltero,Sin Asignación, 
31562,1975-04-07,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
26974,1999-12-10,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
36211,1996-06-11,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
23111,2000-11-10,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,F,Soltero,Universitario Incompleto, 
31798,1984-03-23,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
23920,1945-01-11,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
24881,1960-05-05,N,Chile,Residencia Propia,OTRA,M,Casado,Medio,CON SEPARACIÓN
18336,1961-10-07,N,Chile, ,OTRA,F,Soltero,Medio, 
18673,1998-09-09,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
17697,1996-02-28,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
4223,1963-11-08,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
35691,1968-02-01,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
3534,2018-12-27,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
12703,1990-10-19,N,Chile,Otras Residencias,ABOGADO,M,Soltero,Universitario Completo, 
16220,1950-09-28,N,Chile, ,OTRA,M,Casado,Sin Asignación, 
28388,1979-03-21,N,Chile,Residencia Propia,ABOGADO,M,Casado,Universitario Completo,SIN SEPARACIÓN
23044,1980-11-12,N,Chile,Residencia Propia,ADMINISTRADOR DE EMPRESAS,F,Soltero,Universitario Completo, 
16936,2000-11-17,N,Chile, ,OTRA,F,Soltero,Sin Asignación,-
8346,1987-07-25,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
36475,1986-10-27,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
14355,1988-10-19,N,Chile,Residencia Arrendada,PERIODISTA,F,Soltero,Universitario Completo, 
24470,1955-03-29,N,Chile,Residencia Propia,DISEÑADOR GRAFICO,F,Casado,Técnico Universitario,CON SEPARACIÓN
13460,1986-12-30,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
20562,1948-12-09,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
17964,1999-09-27,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
13375,1998-10-20,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8589,1958-10-06,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
27099,2000-10-25,S,Chile, ,OTRA,F,Soltero,Sin Asignación, 
12601,1989-11-17,N,Chile,Residencia Familiar,INGENIERO CIVIL,M,Soltero,Universitario Incompleto, 
29416,1968-09-15,N,Chile,Residencia Propia,INGENIERO DE EJECUCION,M,Casado,Universitario Completo,CON SEPARACIÓN
27955,1961-05-29,N,Chile,Residencia Propia,CONTADOR AUDITOR,F,Casado,Universitario Completo,SIN SEPARACIÓN
24563,1962-12-21,N,Chile,Residencia Propia,PROFESOR,M,Casado,Universitario Completo,CON SEPARACIÓN
15125,1957-02-11,N,Chile,Residencia Familiar,DISEÑADOR DE VESTUARIO,F,Casado,Universitario Completo,SIN SEPARACIÓN
17715,1981-05-25,N,Italia,Propia con deuda,TECNICO PROFESIONAL,M,Casado,Técnico Universitario,SIN SEPARACIÓN
25146,1990-02-20,N,Chile,Residencia Familiar,PSICOLOGO,F,Casado,Universitario Completo,CON SEPARACIÓN
256,1976-06-19,N,Chile, ,OTRA,F,Casado,Sin Asignación,SIN SEPARACIÓN
31988,1982-01-21,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
24678,1963-04-27,N,Chile,Residencia Propia,INGENIERO CIVIL MECANICO,M,Casado,Universitario Completo,CON SEPARACIÓN
36605,2004-03-23,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
18755,1976-08-10,N,Chile,Residencia Propia,INGENIERO AGRONOMO,M,Casado,Universitario Completo,CON SEPARACIÓN
2217,1989-06-05,N,Chile,Residencia Familiar,MEDICO,M,Soltero,Universitario Completo, 
35773,1982-08-25,N,Chile,Propia con deuda,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
1111,1959-02-19,N,Chile,Residencia Propia,INGENIERO AGRONOMO,M,Casado,Universitario Completo,CON SEPARACIÓN
1347,1967-06-12,N,Chile,Residencia Arrendada,BIOQUIMICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
19080,1982-08-12,N,Chile,Residencia Arrendada,ABOGADO,M,Casado,Universitario Completo,SIN SEPARACIÓN
10003,1946-02-12,N,Chile,Residencia Familiar,OTRA,F,Casado,Medio,SIN SEPARACIÓN
12894,1986-07-14,N,Chile,Residencia Arrendada,INGENIERO,M,Casado,Universitario Completo,SIN SEPARACIÓN
18587,2017-02-16,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
22320,2001-11-08,N,Chile, ,OTRA,M,Soltero,Sin Asignación, 
23025,1992-10-06,N,Chile, ,ABOGADO,F,Soltero,Universitario Incompleto, 
30487,1983-09-20,N,Chile,Residencia Familiar,MEDICO,F,Soltero,Universitario Completo, 
7836,1947-01-01,N,Chile, ,PROFESOR,F,Casado,Sin Asignación, 
34922,1969-01-10,N,Chile,Residencia Propia,PSICOLOGO,F,Casado,Universitario Completo,SIN SEPARACIÓN
29749,1988-08-03,N,Chile,Residencia Arrendada,INGENIERO CIVIL,M,Casado,Universitario Completo,CON SEPARACIÓN
6586,1986-05-30,S,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
16728,2001-12-27,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
7195,2004-04-06,N,Chile, ,OTRA,M,Soltero,Sin Asignación,-
32704,1978-01-28,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,CON SEPARACIÓN
17710,1999-01-26,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
26989,1990-10-09,N,Chile, ,OTRA,F,SIN INFORMACION,Sin Asignación, 
13104,1988-06-03,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
22282,1978-04-27,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
25782,1987-08-02,N,Chile,Residencia Arrendada,ACTOR,M,Casado,Universitario Completo,SIN SEPARACIÓN
35085,1981-12-28,N,Chile,Residencia Propia,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
459,1979-01-28,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
14528,1994-10-16,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Soltero,Universitario Completo, 
34059,1983-05-20,N,Chile,Residencia Arrendada,ARQUITECTO,F,Casado,Universitario Completo,CON SEPARACIÓN
12831,1979-11-20,N,Chile, ,OTRA,M,Casado,Universitario Completo, 
21731,1988-11-03,N,Chile, ,OTRA,F,Soltero,Medio, 
26559,1953-11-13,N,Chile,Residencia Propia,OTRA,M,Casado,Técnico,CON SEPARACIÓN
3453,1993-11-24,N,Chile,Residencia Familiar,DISEÑADOR,F,Soltero,Universitario Completo, 
5337,1976-06-12,N,Chile,Residencia Propia,INGENIERO CIVIL,M,Casado,Universitario Completo,SIN SEPARACIÓN
26098,2014-08-29,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
19079,1982-06-04,N,Chile,Residencia Arrendada,INGENIERO COMERCIAL,M,Casado,Universitario Completo,CON SEPARACIÓN
34009,1975-10-12,N,Chile,Residencia Familiar,INGENIERO COMERCIAL,M,Soltero,Universitario Completo, 
22867,1991-03-04,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Casado,Universitario Completo,SIN SEPARACIÓN
25674,1956-01-01,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
6536,1965-07-26,N,Chile,Residencia Propia,INGENIERO AGRONOMO,F,Casado,Universitario Completo,CON SEPARACIÓN
17995,2004-10-21,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
8369,1997-04-28,N,Chile, ,OTRA,M,SIN INFORMACION,Sin Asignación, 
28630,2008-05-31,N,Chile, ,OTRA,F,Soltero,Sin Asignación, 
3653,1995-03-20,N,Chile,Residencia Familiar,INGENIERO CIVIL INFORMATICO,M,Soltero,Universitario Incompleto, 
26180,1969-05-04,N,Chile,Residencia Propia,MEDICO,M,Casado,Universitario Completo,SIN SEPARACIÓN
21997,1990-06-27,N,Chile,Residencia Familiar,INGENIERO CIVIL INDUSTRIAL,M,Soltero,Universitario Completo, 
31522,1993-06-12,N,Chile,Residencia Familiar,OTRA,M,Soltero,Medio, 
17515,1990-03-28,N,Chile, ,PERIODISTA,M,Soltero,Universitario Completo, 
33147,1994-12-14,N,Chile,Residencia Familiar,INGENIERO CIVIL MECANICO,M,Soltero,Universitario Incompleto, 
31383,1969-08-21,N,Chile,Residencia Propia,INGENIERO COMERCIAL,F,Casado,Universitario Completo,SIN SEPARACIÓN
29540,1948-01-13,N,Chile,Residencia Propia,LICENCIADO EN ARTES,F,Soltero,Universitario Completo, 
19557,1957-12-31,N,Chile,Residencia Propia,MEDICO,F,Casado,Universitario Completo,SIN SEPARACIÓN
